cusip,asset_class_type_cd,ISSUER_INDUSTRY,MTG_AMORT_TYPE_LEVEL_FRM_CURR,MTG_TYPE,MTG_PREPAY_TYP,SECURITY_TYP,SECURITY_TYP2,CPN_TYP,MARKET_SECTOR_DES,MTG_COLLAT_TYP,tax_code_c,bank_qualified_i,dated_date_d,capital_purpose_c
523559BH4,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/28/15,REF
52556EAH1,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,11/24/15,NEW
38376W6A8,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38376WHV0,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 5.5,,,,
38376XW90,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   5,,,,
38376YX22,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF   6,,,,
383770GN8,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/20/12,REF
498531HJ4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/15/16,REF
499250BR8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/1/12,NEW
504102R22,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/16,NEW
507318LF8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/7/12,NEW
508354QQ3,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,12/15/08,NEW
508354QV2,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,2/15/09,NEW
527665AU7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
527775JJ0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/8/15,REF
528878VV0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/19/15,REF
531320KA6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/15/14,REF
534272ZT9,MUNIGM,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/9/12,REF
534366BD0,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,8/24/11,NEW
414888GW1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,2/1/16,REF
414949JF5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/16,REF
415734BB7,MUNIBQ,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,5/1/12,REF
417416FS8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/27/12,REF
419587CU2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/17/15,REF
419792FN1,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/23/09,NEW
508714GB2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/3/15,NEW
509516RP7,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/14,REF
509516RQ5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/14,REF
511399GM3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/17,REF
512138ES3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/30/16,REF
514045L35,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/7/16,REF
38374YMJ9,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38374YVK6,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   5,,,,
38375BH21,HECMCMO,,0,"FLT,HZ+",CPR,Agncy CMO FLT,CMO,FLOATING,Mtge,G2RM 3.7,,,,
38375CN89,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 3.5,,,,
38375CNZ9,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 3.5,,,,
522210HL0,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/27/12,REF
522226HF9,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/20/12,REF
523436DA8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/16,REF
523510EU5,MUNIGM,POL,,,,FIXED,,FIXED,Muni,,AMT,N,9/14/16,REF
525678MG0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/23/15,REF
528835W80,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,7/15/15,REF
38375CZC7,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2JM   4,,,,
38375D5H7,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF   6,,,,
38375DBX5,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 6.5,,,,
38375GQW4,AGYCMOFIXED,,100,"SC,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38375GWK3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 3.5,,,,
442435H63,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/23/11,REF
44244CGS0,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/8/16,REF
443726J39,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/27/14,NEW
445047FD0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/16,REF
447819DF7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/11,NEW
451295UV9,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,7/20/00,RCV
418074EC0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/10/14,REF
419787AJ5,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/20/08,NEW
419792UJ3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,12/4/12,NEW
421020XT0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/15/14,REF
421020YD4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/1/15,NEW
421722S83,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/27/17,REF
419808AC4,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,AMT,N,12/19/13,NEW
41981TGL1,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,AMT,N,11/30/10,REF
420830HE4,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/1/13,NEW
421020QU5,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/15/10,NEW
421020ST6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/15/11,NEW
421110M95,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,12/13/12,REF
586123DK4,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,7/9/09,REF
58661PAP7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/29/07,NEW
58740XYR5,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
590485VP0,MUNITAX,BAB,,,,FIXED,,FIXED,Muni,,TAX,N,6/3/10,NEW
591745C93,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,9/25/07,REF
591745D50,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/25/07,REF
451295YT0,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,7/15/16,REF
451295YV5,MUNIGM,NUR,,,,FIXED,,FIXED,Muni,,EXMP,N,11/14/17,REF
45200FNQ8,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/19/08,NEW
45200FTU3,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,2/10/09,REF
45200FYS2,MUNIBE,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,7/29/09,NEW
452022AZ9,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,11/30/17,REF
421722S75,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/27/17,REF
422504LC2,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/1/13,REF
422504LN8,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/1/13,REF
424672UX9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,1/3/14,NEW
427506HY9,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/1/14,NEW
429335FG2,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/1/08,NEW
45203HTU6,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,8/8/13,NEW
452151WN9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,9/29/05,NEW
452152P70,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/8/17,NEW
452152P96,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/8/17,NEW
45254NED5,PLMBS,,31.3626,"FLT,+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.6,,,,
45385LDJ9,MUNIGM,HSG,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/30/13,REF
529063PS2,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,10/25/11,NEW
529616BK9,MUNIBQ,WTR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,12/15/09,REF
534357KT4,MUNIBE,WTR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/18/09,NEW
534357LJ5,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/21/12,REF
536045CE5,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/4/13,NEW
537445QF8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/31/15,REF
429515PM5,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/1/12,REF
430416KC0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,4/30/18,NEW
431452CT6,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,7/7/10,REF
431614QM1,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,6/2/09,REF
43231YEM4,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,10/31/07,NEW
432596CQ5,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/07,NEW
45462TEG3,MUNITAX,BBK,,,,FIXED,,FIXED,Muni,,TAX,N,9/15/15,REF
45469NCY2,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,5/22/12,NEW
4550573Z0,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,5/23/12,REF
45506DTH8,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,5/21/15,REF
455141ND9,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,7/14/04,REF
45528S6N1,MUNIBE,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,8/12/10,NEW
38377D3L8,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   5,,,,
38377DKY1,AGYCMOFIXED,,100,"ARB,PT",PSA,Agncy CMO Other,CMO,STEP,Mtge,G2JO   4,,,,
38377DNN2,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377ENE0,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   5,,,,
38377ERF3,AGYCMOFIXED,,100,PAC(11),,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   5,,,,
419792JX5,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/14/16,REF
419792LH7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/13/16,NEW
419792NT9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,12/7/11,NEW
419792WY8,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,2/14/18,NEW
419800LV7,MUNIGM,DEV,,,,FIXED,,FIXED,Muni,,AMT,N,6/29/17,REF
421020WJ3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/15/13,REF
423542MN6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/19/15,REF
425002RJ3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/12/12,REF
425002RK0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/12/12,REF
425507DG2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,7/13/16,NEW
42605PBS3,MUNIGM,DEV,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/15/08,RCV
426170HZ2,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/4/09,REF
421033BJ9,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/1/13,NEW
421033CL3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/1/16,NEW
421110X51,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,7/26/16,REF
421833FY5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/15/16,REF
422002JL0,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/27/13,NEW
423668JQ6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/30/13,NEW
515182BA0,MUNIBE,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/19/09,NEW
516824BL2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,2/15/16,REF
516826KH6,MUNIBE,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,9/1/17,REF
517039JX2,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,10/1/12,NEW
517039TQ6,MUNIBE,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/16,REF
517534QB2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/22/09,NEW
534366BE8,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,8/24/11,NEW
535545CY1,MUNIBQ,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,12/16/08,NEW
537095TM3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,1/15/17,NEW
537428N91,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/15/12,REF
537445NE4,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/12,NEW
541008EX2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/3/16,REF
4624605N2,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,2/7/17,NEW
462590KM1,MUNITAX,STD,,,,FIXED,,FIXED,Muni,,TAX,N,10/25/16,NEW
462590KQ2,MUNIGM,STD,,,,FIXED,,FIXED,Muni,,TAX,N,10/25/16,NEW
46263RMF9,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,4/16/15,REF
46263RMW2,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,4/16/15,REF
463020QU4,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/17/14,NEW
592250DA9,MUNIGM,GEN,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,12/6/17,REF
59259YJX8,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,11/10/11,NEW
592657CC2,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/17/15,NEW
59333FPD6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,1/21/15,REF
59333FSX9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,2/3/14,RCV
59333NKJ1,MUNIGM,GEN,,,,"INTER. APPRECIATION, OID",,"INTER. APPRECIATION, OID",Muni,,EXMP,N,6/16/05,NEW
38377FGT2,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF   5,,,,
38377FUM1,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377FY54,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377JE41,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377KA42,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 4.5,,,,
38375GZ61,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   4,,,,
38375J4U6,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   6,,,,
38375QVY2,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 5.5,,,,
38375UV49,HECMCMO,,0,"FLT,HZ+",CPR,Agncy CMO FLT,CMO,FLOATING,Mtge,G2RF 4.3,,,,
38375XGH1,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 6.5,,,,
423745YY8,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,2/10/16,REF
426170JB3,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/4/09,REF
427755AG8,MUNIBQ,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,5/25/10,NEW
42775PCC1,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/10/16,REF
429326ZH7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/17,NEW
429335EJ7,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,2/15/07,NEW
463777SY9,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/30/09,NEW
463777V41,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/4/17,NEW
463813VQ5,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,1/15/13,REF
463831JA6,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/11,REF
464196CU6,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,11/16/06,REF
46613SFZ8,MUNIGM,PWR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/21/17,REF
429326SZ5,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/1/09,NEW
430416JF5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/8/16,REF
431614VL7,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/21/16,REF
43232vrx1,MUNIGM,,,,,,,,,,EXMP,N,4/15/10,REF
432337ET6,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,8/20/15,REF
433866FZ8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/26/15,NEW
542264HT6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,2/16/17,NEW
542433MW4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/3/10,REF
543315GX7,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/30/14,NEW
544525SE9,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/5/13,NEW
544646DH2,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/31/07,REF
544646LH3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/16/07,NEW
45528TAQ7,MUNIBE,MFH,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/1/10,NEW
45528UDH1,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,10/6/11,REF
45528ULE9,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,9/3/14,REF
455718AM8,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,5/1/99,REF
45660LT41,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA33.9,,,,
45660NRL1,PLMBS,,100,"SEQ,AS",PSA,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA13.1,,,,
517840R71,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/5/09,NEW
517845AX1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/6/16,REF
521841PM2,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,11/1/10,REF
522210HZ9,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/20/14,REF
522226HP7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/7/16,REF
523336LX1,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,7/1/10,REF
53945CCG3,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/4/15,NEW
542690M90,MUNIGM,PWR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/21/06,NEW
542690N32,MUNIGM,PWR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,10/16/08,REF
543454BR2,MUNIBQ,EDU,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,2/16/10,REF
543553RY9,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/14/15,REF
54438CHK1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/23/07,NEW
38377KHD5,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377KLT5,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377LC22,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377LK56,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF   5,,,,
38377LZG6,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   4,,,,
52520MAD5,PLMBS,,100,"SEQ,AS",PSA,Prvt CMO Other,Whole Loan,FIXED,Mtge,WH30 4.4,,,,
525894VS7,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/12,REF
527318HA0,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/1/11,REF
527877DM3,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/4/16,REF
530468EL7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/1/12,REF
533067HN7,MUNIBQ,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,8/28/07,NEW
38377MBJ4,AGYCMOARM,,100,"DLY,W,+",PSA,Agncy CMO Other,CMO,VARIABLE,Mtge,GNSF 6.1,,,,
38377N3P7,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377NHZ0,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF   4,,,,
38377RLQ6,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377TDP3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
432596DF8,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/07,NEW
433632LL8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/15/14,REF
433866DS6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/15/10,NEW
433866GA2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/26/15,NEW
434452LJ5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/21/16,REF
435182FF2,MUNIGM,PWR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/22/14,NEW
38377TEN7,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 4.5,,,,
38377TVZ1,AGYCMOFIXED,,100,"ARB,PT",PSA,Agncy CMO Other,CMO,STEP,Mtge,G2JO   4,,,,
38377VTH9,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 4.5,,,,
38377VTV8,AGYCMOARM,,100,"IO,EXCH+",PSA,Agncy CMO IO,CMO,FLOATING,Mtge,GNSF 3.5,,,,
38377WLR3,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 4.5,,,,
466247DD2,PLMBS,,0,"CSTR,+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.2,,,,
46625HJC5,USCORP,FINANCIAL,,,,US DOMESTIC,,FIXED,Corp,,,,,
46625HJG6,USCORP,FINANCIAL,,,,GLOBAL,,FIXED,Corp,,,,,
46634RAP2,PLMBS,,100,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,AltA35.6,,,,
467025BC5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/5/07,REF
467075DD6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/27/14,REF
