cusip,asset_class_type_cd,ISSUER_INDUSTRY,MTG_AMORT_TYPE_LEVEL_FRM_CURR,MTG_TYPE,MTG_PREPAY_TYP,SECURITY_TYP,SECURITY_TYP2,CPN_TYP,MARKET_SECTOR_DES,MTG_COLLAT_TYP,tax_code_c,bank_qualified_i,dated_date_d,capital_purpose_c
00212JAY8,PLMBS,,59.9903,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.0,,,,
00287YAP4,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
00344NJJ4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/15/13,NEW
00344NLB8,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/15/15,NEW
00507UAP6,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
005176KK7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
00206RAR3,USCORP,TELEPHONE,,,,GLOBAL,,FIXED,Corp,,,,,
006644J41,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/1/16,REF
007036CT1,PLMBS,,5.87,"FLT,+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.3,,,,
008770PW3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,9/21/16,NEW
010033W53,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,12/6/16,REF
01016QAA0,MUNITAX,HGR,,,,FIXED,,FIXED,Muni,,TAX,N,9/10/03,NEW
00206RCR1,USCORP,TELEPHONE,,,,GLOBAL,,FIXED,Corp,,,,,
005158VU1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/15,NEW
005176KJ0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
005491CD5,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,6/8/05,REF
005518QX6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/16/06,REF
005596CQ2,MUNIBE,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/27/09,NEW
000780HL3,PLMBS,,,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,WH15 4.6,,,,
005176JN3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,9/21/16,REF
005486DE2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/6/11,REF
006449GS5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/20/16,NEW
006449GW6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/20/16,NEW
010033W20,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,12/6/16,REF
00037CKL3,MUNIGM,MEL,,,,FIXED,,FIXED,Muni,,EXMP,N,6/26/07,REF
00206RDA7,USCORP,TELEPHONE,,,,US DOMESTIC,,FIXED,Corp,,,,,
00209TAB1,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
003464KS2,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,2/15/14,NEW
005518VJ1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/17/15,NEW
006112BM7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/15/07,REF
00037CSC5,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,1/24/12,REF
00344NJK1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/15/13,NEW
00344NKH6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/14,NEW
005662KW0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/21/06,NEW
006112CY0,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/12/15,REF
006112DB9,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/12/15,REF
002842CL4,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/1/15,REF
00507TAX2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/14/09,NEW
00679PCH5,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/1/96,REF
010056EA3,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,6/27/12,REF
010056GY9,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/25/14,REF
010268BB5,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,11/29/16,NEW
000416L39,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,1/10/01,NEW
003267FX4,MUNIBQ,GEN,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/22/16,NEW
003377CR7,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,8/15/12,NEW
003430AX3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/5/12,NEW
00432CAZ4,MUNIGM,STD,,,,ADJUSTABLE,,ADJUSTABLE,Muni,,,,,
00842VAC7,PLMBS,,100,"EXCH,+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WH30 3.9,,,,
003268EG0,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/29/12,REF
0054822U7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/31/17,REF
005518VQ5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/3/16,REF
006112DD5,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/12/15,REF
00724FAB7,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
010053BR6,MUNITAX,GEN,,,,FIXED,,FIXED,Muni,,TAX,N,11/12/15,REF
005176HD7,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,2/4/09,NEW
010762jl7,MUNIGM,,,,,,,,,,EXMP,N,7/8/08,REF
01112CAM8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,2/7/12,REF
01179RJA2,MUNIBE,BBK,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/21/09,NEW
012392GU4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,10/29/15,NEW
014393QL9,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/10,NEW
005518SE6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/20/06,NEW
005518VH5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/17/15,NEW
006112CQ7,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,4/4/13,REF
006514HD8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/1/17,REF
009518BP5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/6/16,NEW
0104106M5,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/25/10,NEW
005518RA5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/16/06,REF
005662KR1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/21/06,NEW
005896MW2,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,8/8/13,NEW
007036EQ5,PLMBS,,23.3559,CSTR,CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.7,,,,
010056FP9,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,5/7/14,NEW
010608L47,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,10/28/09,REF
010869HN8,MUNIGM,TRN,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,5/6/04,REF
01179RGA5,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,3/17/15,REF
013493ex5,MUNIGM,,,,,,,,,,EXMP,N,10/22/13,REF
014464QU8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/1/12,REF
014464VR9,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,4/1/16,REF
016364BV2,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/15/08,NEW
005596CT6,MUNIBE,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/27/09,NEW
005626SB3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/9/17,NEW
005698TT2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/5/13,REF
006620JQ2,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/27/10,REF
00842BAE7,PLMBS,,100,"EXCH,+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WH30 3.6,,,,
008752LA3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/27/12,NEW
0106085M5,MUNITAX,HGR,,,,FIXED,,FIXED,Muni,,TAX,N,8/26/10,NEW
01112CAN6,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,2/7/12,REF
011770S70,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/14/09,NEW
011770T53,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/14/09,NEW
011798KN4,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,3/12/13,REF
01179RQW6,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,7/30/08,NEW
006449EQ1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,2/15/12,REF
009521BN4,MUNIBQ,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,10/22/13,REF
010033L71,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,3/20/14,REF
011415QU3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/15/16,REF
014464UP4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/15,NEW
014464VQ1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,4/1/16,REF
006620JP4,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/27/10,REF
006644J33,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/1/16,REF
007036LX2,PLMBS,,36.1464,"FLT,+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.6,,,,
009730MY5,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,5/15/12,REF
01030PDF0,MUNIGM,MFH,,,,ADJUSTABLE,,ADJUSTABLE,Muni,,AMT,N,9/1/00,NEW
010869EN1,MUNIGM,TRN,,,,"INTER. APPRECIATION, OID",,"INTER. APPRECIATION, OID",Muni,,EXMP,N,5/6/04,REF
01030RGQ9,MUNIGM,SFH,,,,FIXED,,FIXED,Muni,,EXMP,N,9/1/08,NEW
010662MQ4,MUNITAX,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,TAX,N,6/29/16,REF
011839HF7,MUNIGM,MFH,,,,FIXED,,FIXED,Muni,,EXMP,N,12/16/15,REF
011842RW3,MUNIGM,APT,,,,FIXED,,FIXED,Muni,,AMT,N,9/29/10,REF
012104NL5,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,7/10/09,NEW
012374MN1,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/1/14,REF
010267AW2,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,12/18/12,NEW
010869GQ2,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,2/12/13,REF
01170RDA7,MUNITAX,HSG,,,,FIXED,,FIXED,Muni,,TAX,N,11/22/11,REF
0117703J1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/17/16,REF
01179RUU5,MUNIBE,BBK,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/21/09,NEW
012500sc9,MUNIGM,,,,,,,,,,EXMP,N,8/19/15,NEW
010411AT3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/8/16,NEW
010608D79,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,12/18/07,NEW
010663AJ1,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,9/1/14,NEW
010831DQ5,MUNITAX,GEN,,,,FIXED,,FIXED,Muni,,TAX,N,4/24/18,REF
01170REG3,MUNIGM,SFH,,,,FIXED,,FIXED,Muni,,EXMP,N,7/11/12,REF
0117702Q6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/9/15,REF
0106085H6,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,3/14/12,REF
010662JM7,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,3/1/10,REF
010831DR3,MUNITAX,GEN,,,,FIXED,,FIXED,Muni,,TAX,N,4/24/18,REF
011415KT2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/15/07,NEW
0117702S2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/9/15,REF
011801EX1,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,9/17/14,NEW
014464UR0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/15,NEW
015091CG4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/10/15,REF
016059DD6,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/28/09,NEW
01728AU46,MUNIBE,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/3/09,NEW
01728AU95,MUNIBE,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/3/09,NEW
01728VKJ8,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/12/09,NEW
018095XW4,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,11/1/10,REF
02006LTF0,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02147XAR8,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA30 5,,,,
02149HAD2,PLMBS,,100,"FLT,DLY+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,AltA34.7,,,,
023069GC5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/15/09,NEW
02587DT81,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
01179RCM3,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,11/14/13,NEW
01179RQM8,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,7/30/08,NEW
014393QN5,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/10,NEW
014393QQ8,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/10,NEW
018471LL4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/20/14,REF
02006LRM7,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
003518MJ3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/2/17,NEW
005662MZ1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/14/13,REF
006078DM8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/4/15,NEW
01176PBU3,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,8/29/07,NEW
011770T61,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/14/09,NEW
01179RHD8,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,7/30/08,NEW
010609AN5,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,7/10/14,REF
011798KW4,MUNIGM,BBK,,,,FIXED,,FIXED,Muni,,EXMP,N,3/12/13,REF
016725CR2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/11/16,REF
018106BT0,MUNIBE,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/1/09,NEW
018106JL9,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/15/07,REF
018106PP3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
018195LJ4,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/13/15,REF
02147QAZ5,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
023069JD0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/15/15,REF
023108JV6,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/15,REF
02587CFX3,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02639MAL0,PLMBS,,100,"AFC,NAS",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WH30 5.3,,,,
017452JD6,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,2/20/13,REF
017519TM1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/27/16,REF
018033HB9,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/4/16,REF
02006LRR6,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02006LZ22,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02148JAK3,PLMBS,,100,"AD,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.9,,,,
02660TDJ9,PLMBS,,41.3215,XRESET+,CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.7,,,,
026929AM1,PLMBS,,99.6151,"STEP,+",CPR,Prvt CMO Other,Whole Loan,STEP,Mtge,WH30 4.5,,,,
031069UN5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,11/20/14,REF
031612BH6,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/8/12,REF
032095AC5,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
03254CGG9,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,3/26/14,REF
02152AAG4,PLMBS,,100,"AD,SSNR+",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
02587CCW8,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DVB1,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DWX2,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02666QM26,USCORP,FINANCIAL,,,,PRIV PLACEMENT,,FIXED,Corp,,,,,
030825PG2,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,1/2/14,NEW
033393KK4,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/6/18,NEW
033896KJ9,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,3/10/15,REF
035357WU2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,7/1/14,NEW
035555PM7,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,11/21/13,REF
035681DR3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/18/16,NEW
035771W59,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,7/12/17,REF
03254CEN6,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,2/13/07,NEW
033285UQ8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,10/5/17,REF
033678MH3,MUNIBQ,EDU,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/30/13,REF
033735GN5,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/21/11,NEW
03588HCN4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/14/12,REF
037591LK8,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/24/08,NEW
03076CAD8,USCORP,FINANCIAL,,,,US DOMESTIC,,FIXED,Corp,,,,,
03255MSA6,MUNIGM,PWR,,,,FIXED,,FIXED,Muni,,EXMP,N,2/7/07,REF
033887CN8,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,2/27/07,REF
03523TAN8,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
035573WK6,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,4/30/08,NEW
03588HCF1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/14/12,REF
011839NV5,MUNIGM,SFH,,,,FIXED,,FIXED,Muni,,EXMP,N,9/6/17,REF
011839NW3,MUNIGM,SFH,,,,FIXED,,FIXED,Muni,,EXMP,N,9/6/17,REF
013595UQ4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/11/17,NEW
013595UT8,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/11/17,NEW
01407QBP3,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/30/16,REF
01407QCD9,MUNIBE,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/30/16,REF
011415HZ2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/15/06,NEW
011420JZ0,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/12,REF
01179PQ83,MUNIBQ,BBK,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/9/10,NEW
01179PR41,MUNIBQ,BBK,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/9/10,NEW
01179RJN4,MUNIBE,BBK,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/21/09,NEW
011842RT0,MUNIGM,APT,,,,FIXED,,FIXED,Muni,,AMT,N,9/29/10,REF
013595LL5,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/19/09,NEW
016394KM9,MUNIBQ,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,2/26/09,NEW
01728AU87,MUNIBE,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/3/09,NEW
017519SM2,MUNIBE,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/3/09,NEW
018471HJ4,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/10/08,NEW
02006L5G4,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
015086NB3,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,2/25/14,NEW
01728ACE4,MUNIGM,MED,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,10/15/92,REF
018106AX2,MUNIBE,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,1/15/09,NEW
018106ND2,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/16,REF
02006LDH3,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02148KAG9,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.7,,,,
013493HJ3,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/17,REF
013595LM3,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,5/19/09,NEW
013595UP6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/11/17,NEW
015091BK6,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/15/08,REF
01728AU61,MUNIBE,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/3/09,NEW
018106NA8,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/16,REF
02007GCC5,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02147RAG5,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
02147WAT6,PLMBS,,100,"AD,SSNR+",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
02587CAM2,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DA57,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DZE1,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
038141QM2,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,10/4/16,REF
038663GV6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
040484NQ6,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/31/16,REF
04057PJV1,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,7/30/15,REF
040654SF3,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,9/25/08,NEW
041006AL1,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,2/28/13,REF
03588E4L4,MUNITAX,BAB,,,,FIXED,,FIXED,Muni,,TAX,N,4/8/10,REF
03588HPQ3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/13/16,REF
037833BU3,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
037833CM0,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
038663FH8,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,12/28/11,NEW
040624AV0,MUNIBE,FAC,,,,FIXED,,FIXED,Muni,,EXMP,N,6/15/10,NEW
04108KK64,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/1/16,REF
041186WC7,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/07,NEW
041189UR0,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,10/1/14,REF
041465KR5,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/30/14,REF
045141UQ9,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/13/17,NEW
046617BP0,MUNIBQ,HGR,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/30/13,NEW
013842A41,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/10/16,REF
